SaleID,SaleDate,Quantity,EmployeeID,DeliveryID,DonutID
854,2020-10-15,2,19,,4
855,2020-10-12,3,4,,9
856,2020-10-07,4,20,,6
857,2020-10-25,2,6,,3
858,2020-10-13,6,14,,2
859,2020-10-28,2,20,2,5
860,2020-10-14,8,22,,6
861,2020-10-14,6,14,,1
862,2020-10-06,2,25,,10
863,2020-10-31,7,20,,2
864,2020-10-04,1,11,2,7
865,2020-10-03,3,13,,7
866,2020-10-18,1,25,3,5
867,2020-10-17,1,16,,5
868,2020-10-09,5,11,1,2
869,2020-10-31,6,2,,7
870,2020-10-21,3,10,,9
871,2020-10-31,5,4,,12
872,2020-10-31,3,13,,9
873,2020-10-30,2,16,,4
874,2020-10-15,8,10,,1
875,2020-10-17,3,4,1,10
876,2020-10-04,7,21,,6
877,2020-10-28,2,7,,2
878,2020-10-18,1,8,,9
879,2020-10-27,2,16,1,12
880,2020-10-25,6,24,,10
881,2020-10-16,3,15,,12
882,2020-10-27,8,16,2,12
883,2020-10-24,1,22,,1
884,2020-10-23,3,7,,6
885,2020-10-21,2,16,3,9
886,2020-10-05,5,10,,3
887,2020-10-30,2,7,3,7
888,2020-10-27,5,5,2,1
889,2020-10-04,8,8,,8
890,2020-10-10,5,8,3,10
891,2020-10-06,5,22,,10
892,2020-10-21,5,13,,5
893,2020-10-27,3,24,1,12
894,2020-10-23,7,24,,11
895,2020-10-15,6,17,,3
896,2020-10-14,1,6,1,10
897,2020-10-18,8,19,,8
898,2020-10-19,7,5,,3
899,2020-10-11,1,2,2,8
900,2020-10-07,7,20,2,1
901,2020-10-27,8,9,,5
902,2020-10-13,6,20,,10
903,2020-10-07,2,3,,2
904,2020-10-02,7,7,,1
905,2020-10-15,4,12,,7
906,2020-10-26,2,23,3,12
907,2020-10-19,2,2,,1
908,2020-10-12,4,9,,1
909,2020-10-09,2,12,,2
910,2020-10-27,8,20,,3
911,2020-10-08,6,24,,4
912,2020-10-20,5,11,,8
913,2020-10-09,3,25,1,6
914,2020-10-10,1,13,,7
915,2020-10-26,2,9,,6
916,2020-10-09,3,9,,9
917,2020-10-06,4,24,3,10
918,2020-10-02,7,5,3,4
919,2020-10-19,4,11,,2
920,2020-10-01,5,22,,4
921,2020-10-02,2,15,,11
922,2020-10-19,2,12,,9
923,2020-10-14,2,5,1,3
924,2020-10-09,5,1,1,8
925,2020-10-05,5,19,,4
926,2020-10-12,3,3,,7
927,2020-10-05,8,14,,8
928,2020-10-26,5,5,,9
929,2020-10-30,4,11,,10
930,2020-10-10,4,13,2,11
931,2020-10-08,1,10,,8
932,2020-10-29,7,1,3,5
933,2020-10-12,8,8,1,3
934,2020-10-27,8,18,,5
935,2020-10-23,4,3,,3
936,2020-10-26,5,21,2,7
937,2020-10-11,3,18,,8
938,2020-10-05,2,9,,5
939,2020-10-02,3,5,,9
940,2020-10-14,2,25,,1
941,2020-10-07,6,14,,12
942,2020-10-02,6,17,1,2
943,2020-10-10,7,16,2,1
944,2020-10-16,7,3,,8
945,2020-10-17,6,16,,11
946,2020-10-25,4,1,3,2
947,2020-10-31,1,9,,7
948,2020-10-23,6,6,,12
949,2020-10-06,2,6,,3
950,2020-10-29,7,13,1,11
951,2020-10-23,6,7,,10
952,2020-10-07,1,1,,2
953,2020-10-05,6,22,,7
954,2020-10-18,5,17,,8
955,2020-10-18,4,19,,5
956,2020-10-08,6,22,,1
957,2020-10-06,6,24,,3
958,2020-10-12,2,21,,2
959,2020-10-23,8,6,,1
960,2020-10-20,8,22,2,11
961,2020-10-12,1,14,,11
962,2020-10-26,2,17,1,5
963,2020-10-27,8,6,,8
964,2020-10-12,3,6,,1
965,2020-10-03,6,10,,7
966,2020-10-04,8,11,,1
967,2020-10-12,6,3,,12
968,2020-10-02,1,2,,10
969,2020-10-15,2,16,,4
970,2020-10-28,4,14,2,7
971,2020-10-19,3,25,,4
972,2020-10-28,5,18,,8
973,2020-10-08,2,8,,1
974,2020-10-07,3,15,1,5
975,2020-10-04,1,15,1,1
976,2020-10-29,6,19,,1
977,2020-10-23,3,11,,1
978,2020-10-12,8,1,,6
979,2020-10-11,3,21,3,7
980,2020-10-08,7,2,,3
981,2020-10-21,1,3,1,4
982,2020-10-05,7,10,,2
983,2020-10-21,6,21,3,12
984,2020-10-31,4,20,,4
985,2020-10-11,5,3,2,10
986,2020-10-07,3,11,,11
987,2020-10-06,3,24,3,2
988,2020-10-30,3,6,3,2
989,2020-10-22,8,7,2,11
990,2020-10-22,8,20,,6
991,2020-10-04,4,20,,4
992,2020-10-01,8,17,,9
993,2020-10-30,3,21,2,8
994,2020-10-12,7,5,,9
995,2020-10-27,7,3,1,12
996,2020-10-25,4,2,2,7
997,2020-10-16,5,10,2,12
998,2020-10-31,2,4,1,5
999,2020-10-05,8,7,,2
1000,2020-10-19,3,17,,2
